,Brand_Name,Product_Description,Product_Detail_Description,Discounted_Price,Original_Price,Discount_Percent,Links_of_the_Product_Images,Links_of_the_Product_Zoomed_Images
10,HERE&NOW,Men Printed T-shirt,HERE&NOW Men Printed T-shirt,Rs. 199,Rs. 799,(75% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25817288/2023/11/22/9eade34e-ba6d-4e04-9dab-0a8097642ba21700655971590-HERENOW-Men-Tshirts-681700655970588-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/25817288/2023/11/22/9eade34e-ba6d-4e04-9dab-0a8097642ba21700655971590-HERENOW-Men-Tshirts-681700655970588-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/25817288/2023/11/22/9eade34e-ba6d-4e04-9dab-0a8097642ba21700655971590-HERENOW-Men-Tshirts-681700655970588-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/25817288/2023/11/22/9eade34e-ba6d-4e04-9dab-0a8097642ba21700655971590-HERENOW-Men-Tshirts-681700655970588-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/25817288/2023/11/22/9eade34e-ba6d-4e04-9dab-0a8097642ba21700655971590-HERENOW-Men-Tshirts-681700655970588-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/25817288/2023/11/22/9eade34e-ba6d-4e04-9dab-0a8097642ba21700655971590-HERENOW-Men-Tshirts-681700655970588-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/25817288/2023/11/22/9eade34e-ba6d-4e04-9dab-0a8097642ba21700655971590-HERENOW-Men-Tshirts-681700655970588-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/25817288/2023/11/22/9eade34e-ba6d-4e04-9dab-0a8097642ba21700655971590-HERENOW-Men-Tshirts-681700655970588-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/25817288/2023/11/22/9eade34e-ba6d-4e04-9dab-0a8097642ba21700655971590-HERENOW-Men-Tshirts-681700655970588-1.jpg 2.8x"
11,HERE&NOW,Graphic Printed T-shirt,HERE&NOW Graphic Printed T-shirt,Rs. 729,Rs. 999,(27% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25026768/2023/12/27/057a0084-8f87-49de-b31e-9ee1fef80b171703667093396-HERENOW-Men-Tshirts-5461703667093004-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/25026768/2023/12/27/057a0084-8f87-49de-b31e-9ee1fef80b171703667093396-HERENOW-Men-Tshirts-5461703667093004-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/25026768/2023/12/27/057a0084-8f87-49de-b31e-9ee1fef80b171703667093396-HERENOW-Men-Tshirts-5461703667093004-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/25026768/2023/12/27/057a0084-8f87-49de-b31e-9ee1fef80b171703667093396-HERENOW-Men-Tshirts-5461703667093004-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/25026768/2023/12/27/057a0084-8f87-49de-b31e-9ee1fef80b171703667093396-HERENOW-Men-Tshirts-5461703667093004-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/25026768/2023/12/27/057a0084-8f87-49de-b31e-9ee1fef80b171703667093396-HERENOW-Men-Tshirts-5461703667093004-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/25026768/2023/12/27/057a0084-8f87-49de-b31e-9ee1fef80b171703667093396-HERENOW-Men-Tshirts-5461703667093004-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/25026768/2023/12/27/057a0084-8f87-49de-b31e-9ee1fef80b171703667093396-HERENOW-Men-Tshirts-5461703667093004-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/25026768/2023/12/27/057a0084-8f87-49de-b31e-9ee1fef80b171703667093396-HERENOW-Men-Tshirts-5461703667093004-1.jpg 2.8x"
12,Bloopers Store,Printed Oversized T-shirt,Bloopers Store Rabbit Printed Pure Cotton Longline Oversized T-shirt,Rs. 597,Rs. 1659,(64% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25985036/2023/11/22/2fede7ed-e5d1-4afe-9a75-4dea1106c4701700640233610BloopersStoreMenOrangePrintedDrop-ShoulderSleevesT-shirt1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/25985036/2023/11/22/2fede7ed-e5d1-4afe-9a75-4dea1106c4701700640233610BloopersStoreMenOrangePrintedDrop-ShoulderSleevesT-shirt1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/25985036/2023/11/22/2fede7ed-e5d1-4afe-9a75-4dea1106c4701700640233610BloopersStoreMenOrangePrintedDrop-ShoulderSleevesT-shirt1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/25985036/2023/11/22/2fede7ed-e5d1-4afe-9a75-4dea1106c4701700640233610BloopersStoreMenOrangePrintedDrop-ShoulderSleevesT-shirt1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/25985036/2023/11/22/2fede7ed-e5d1-4afe-9a75-4dea1106c4701700640233610BloopersStoreMenOrangePrintedDrop-ShoulderSleevesT-shirt1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/25985036/2023/11/22/2fede7ed-e5d1-4afe-9a75-4dea1106c4701700640233610BloopersStoreMenOrangePrintedDrop-ShoulderSleevesT-shirt1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/25985036/2023/11/22/2fede7ed-e5d1-4afe-9a75-4dea1106c4701700640233610BloopersStoreMenOrangePrintedDrop-ShoulderSleevesT-shirt1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/25985036/2023/11/22/2fede7ed-e5d1-4afe-9a75-4dea1106c4701700640233610BloopersStoreMenOrangePrintedDrop-ShoulderSleevesT-shirt1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/25985036/2023/11/22/2fede7ed-e5d1-4afe-9a75-4dea1106c4701700640233610BloopersStoreMenOrangePrintedDrop-ShoulderSleevesT-shirt1.jpg 2.8x"
13,Maniac,Colourblocked Cotton T-Shirt,Maniac Colourblocked Raglan Sleeves Pure Cotton T-Shirt,Rs. 349,Rs. 699,(50% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24426576/2023/8/10/d19e726d-b2b9-442d-bdf6-a82a7778f0bf1691607589917ManiacMenWhiteTypographyDrop-ShoulderSleevesT-shirt1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/24426576/2023/8/10/d19e726d-b2b9-442d-bdf6-a82a7778f0bf1691607589917ManiacMenWhiteTypographyDrop-ShoulderSleevesT-shirt1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/24426576/2023/8/10/d19e726d-b2b9-442d-bdf6-a82a7778f0bf1691607589917ManiacMenWhiteTypographyDrop-ShoulderSleevesT-shirt1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/24426576/2023/8/10/d19e726d-b2b9-442d-bdf6-a82a7778f0bf1691607589917ManiacMenWhiteTypographyDrop-ShoulderSleevesT-shirt1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/24426576/2023/8/10/d19e726d-b2b9-442d-bdf6-a82a7778f0bf1691607589917ManiacMenWhiteTypographyDrop-ShoulderSleevesT-shirt1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/24426576/2023/8/10/d19e726d-b2b9-442d-bdf6-a82a7778f0bf1691607589917ManiacMenWhiteTypographyDrop-ShoulderSleevesT-shirt1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/24426576/2023/8/10/d19e726d-b2b9-442d-bdf6-a82a7778f0bf1691607589917ManiacMenWhiteTypographyDrop-ShoulderSleevesT-shirt1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/24426576/2023/8/10/d19e726d-b2b9-442d-bdf6-a82a7778f0bf1691607589917ManiacMenWhiteTypographyDrop-ShoulderSleevesT-shirt1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/24426576/2023/8/10/d19e726d-b2b9-442d-bdf6-a82a7778f0bf1691607589917ManiacMenWhiteTypographyDrop-ShoulderSleevesT-shirt1.jpg 2.8x"
14,HRX by Hrithik Roshan,Printed Pure Cotton T-shirt,HRX by Hrithik Roshan Men Teal Blue Printed Pure Cotton T-shirt,Rs. 729,Rs. 999,(27% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1700871/2020/1/22/f932ae44-0fb8-4b92-b7bc-f1756253294b1579692118186-HRX-by-Hrithik-Roshan-Men-Teal-Blue-Printed-T-shirt-90515796-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1700871/2020/1/22/f932ae44-0fb8-4b92-b7bc-f1756253294b1579692118186-HRX-by-Hrithik-Roshan-Men-Teal-Blue-Printed-T-shirt-90515796-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/1700871/2020/1/22/f932ae44-0fb8-4b92-b7bc-f1756253294b1579692118186-HRX-by-Hrithik-Roshan-Men-Teal-Blue-Printed-T-shirt-90515796-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/1700871/2020/1/22/f932ae44-0fb8-4b92-b7bc-f1756253294b1579692118186-HRX-by-Hrithik-Roshan-Men-Teal-Blue-Printed-T-shirt-90515796-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/1700871/2020/1/22/f932ae44-0fb8-4b92-b7bc-f1756253294b1579692118186-HRX-by-Hrithik-Roshan-Men-Teal-Blue-Printed-T-shirt-90515796-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/1700871/2020/1/22/f932ae44-0fb8-4b92-b7bc-f1756253294b1579692118186-HRX-by-Hrithik-Roshan-Men-Teal-Blue-Printed-T-shirt-90515796-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/1700871/2020/1/22/f932ae44-0fb8-4b92-b7bc-f1756253294b1579692118186-HRX-by-Hrithik-Roshan-Men-Teal-Blue-Printed-T-shirt-90515796-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/1700871/2020/1/22/f932ae44-0fb8-4b92-b7bc-f1756253294b1579692118186-HRX-by-Hrithik-Roshan-Men-Teal-Blue-Printed-T-shirt-90515796-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/1700871/2020/1/22/f932ae44-0fb8-4b92-b7bc-f1756253294b1579692118186-HRX-by-Hrithik-Roshan-Men-Teal-Blue-Printed-T-shirt-90515796-1.jpg 2.8x"
15,Bloopers Store,Printed Oversized T-shirt,Bloopers Store Typography Printed Pure Cotton Longline Oversized T-shirt,Rs. 247,Rs. 399,(38% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25985034/2023/11/22/0f5834cb-a126-467c-b2d0-3511b39ae0a71700640208250BloopersStoreMenWhitePrintedDrop-ShoulderSleevesT-shirt1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/25985034/2023/11/22/0f5834cb-a126-467c-b2d0-3511b39ae0a71700640208250BloopersStoreMenWhitePrintedDrop-ShoulderSleevesT-shirt1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/25985034/2023/11/22/0f5834cb-a126-467c-b2d0-3511b39ae0a71700640208250BloopersStoreMenWhitePrintedDrop-ShoulderSleevesT-shirt1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/25985034/2023/11/22/0f5834cb-a126-467c-b2d0-3511b39ae0a71700640208250BloopersStoreMenWhitePrintedDrop-ShoulderSleevesT-shirt1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/25985034/2023/11/22/0f5834cb-a126-467c-b2d0-3511b39ae0a71700640208250BloopersStoreMenWhitePrintedDrop-ShoulderSleevesT-shirt1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/25985034/2023/11/22/0f5834cb-a126-467c-b2d0-3511b39ae0a71700640208250BloopersStoreMenWhitePrintedDrop-ShoulderSleevesT-shirt1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/25985034/2023/11/22/0f5834cb-a126-467c-b2d0-3511b39ae0a71700640208250BloopersStoreMenWhitePrintedDrop-ShoulderSleevesT-shirt1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/25985034/2023/11/22/0f5834cb-a126-467c-b2d0-3511b39ae0a71700640208250BloopersStoreMenWhitePrintedDrop-ShoulderSleevesT-shirt1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/25985034/2023/11/22/0f5834cb-a126-467c-b2d0-3511b39ae0a71700640208250BloopersStoreMenWhitePrintedDrop-ShoulderSleevesT-shirt1.jpg 2.8x"
16,Roadster,Men Cotton Pure Cotton T-shirt,Roadster Men Black Cotton Pure Cotton T-shirt,Rs. 296,Rs. 899,(67% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1996777/2022/11/22/336445a8-fa32-4396-914a-2629b49465d31669112704759RoadsterMenBlackCottonPureCottonT-shirt1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1996777/2022/11/22/336445a8-fa32-4396-914a-2629b49465d31669112704759RoadsterMenBlackCottonPureCottonT-shirt1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/1996777/2022/11/22/336445a8-fa32-4396-914a-2629b49465d31669112704759RoadsterMenBlackCottonPureCottonT-shirt1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/1996777/2022/11/22/336445a8-fa32-4396-914a-2629b49465d31669112704759RoadsterMenBlackCottonPureCottonT-shirt1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/1996777/2022/11/22/336445a8-fa32-4396-914a-2629b49465d31669112704759RoadsterMenBlackCottonPureCottonT-shirt1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/1996777/2022/11/22/336445a8-fa32-4396-914a-2629b49465d31669112704759RoadsterMenBlackCottonPureCottonT-shirt1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/1996777/2022/11/22/336445a8-fa32-4396-914a-2629b49465d31669112704759RoadsterMenBlackCottonPureCottonT-shirt1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/1996777/2022/11/22/336445a8-fa32-4396-914a-2629b49465d31669112704759RoadsterMenBlackCottonPureCottonT-shirt1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/1996777/2022/11/22/336445a8-fa32-4396-914a-2629b49465d31669112704759RoadsterMenBlackCottonPureCottonT-shirt1.jpg 2.8x"
17,H&M,Men Cotton Pure Cotton T-shirt Regular Fit,HM Men Black Solid Cotton Pure Cotton T-shirt Regular Fit,Rs. 274,Rs. 1099,(75% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11468732/2020/3/24/bece2abc-3045-41a5-a4e2-8caaa2354c331585042911269-HM-Men-Black-Solid-Cotton-T-shirt-Regular-Fit-51515850429100-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/11468732/2020/3/24/bece2abc-3045-41a5-a4e2-8caaa2354c331585042911269-HM-Men-Black-Solid-Cotton-T-shirt-Regular-Fit-51515850429100-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/11468732/2020/3/24/bece2abc-3045-41a5-a4e2-8caaa2354c331585042911269-HM-Men-Black-Solid-Cotton-T-shirt-Regular-Fit-51515850429100-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/11468732/2020/3/24/bece2abc-3045-41a5-a4e2-8caaa2354c331585042911269-HM-Men-Black-Solid-Cotton-T-shirt-Regular-Fit-51515850429100-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/11468732/2020/3/24/bece2abc-3045-41a5-a4e2-8caaa2354c331585042911269-HM-Men-Black-Solid-Cotton-T-shirt-Regular-Fit-51515850429100-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/11468732/2020/3/24/bece2abc-3045-41a5-a4e2-8caaa2354c331585042911269-HM-Men-Black-Solid-Cotton-T-shirt-Regular-Fit-51515850429100-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/11468732/2020/3/24/bece2abc-3045-41a5-a4e2-8caaa2354c331585042911269-HM-Men-Black-Solid-Cotton-T-shirt-Regular-Fit-51515850429100-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/11468732/2020/3/24/bece2abc-3045-41a5-a4e2-8caaa2354c331585042911269-HM-Men-Black-Solid-Cotton-T-shirt-Regular-Fit-51515850429100-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/11468732/2020/3/24/bece2abc-3045-41a5-a4e2-8caaa2354c331585042911269-HM-Men-Black-Solid-Cotton-T-shirt-Regular-Fit-51515850429100-1.jpg 2.8x"
18,Kook N Keech,Cotton Oversized T-shirt,Kook N Keech Striped Pure Cotton Oversized T-shirt,Rs. 389,Rs. 999,(61% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23589118/2023/12/7/1f4715a6-7539-4da9-a9d3-e17032ddacec1701948831647-Kook-N-Keech-Men-Tshirts-2201701948831219-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/23589118/2023/12/7/1f4715a6-7539-4da9-a9d3-e17032ddacec1701948831647-Kook-N-Keech-Men-Tshirts-2201701948831219-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/23589118/2023/12/7/1f4715a6-7539-4da9-a9d3-e17032ddacec1701948831647-Kook-N-Keech-Men-Tshirts-2201701948831219-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/23589118/2023/12/7/1f4715a6-7539-4da9-a9d3-e17032ddacec1701948831647-Kook-N-Keech-Men-Tshirts-2201701948831219-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/23589118/2023/12/7/1f4715a6-7539-4da9-a9d3-e17032ddacec1701948831647-Kook-N-Keech-Men-Tshirts-2201701948831219-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/23589118/2023/12/7/1f4715a6-7539-4da9-a9d3-e17032ddacec1701948831647-Kook-N-Keech-Men-Tshirts-2201701948831219-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/23589118/2023/12/7/1f4715a6-7539-4da9-a9d3-e17032ddacec1701948831647-Kook-N-Keech-Men-Tshirts-2201701948831219-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/23589118/2023/12/7/1f4715a6-7539-4da9-a9d3-e17032ddacec1701948831647-Kook-N-Keech-Men-Tshirts-2201701948831219-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/23589118/2023/12/7/1f4715a6-7539-4da9-a9d3-e17032ddacec1701948831647-Kook-N-Keech-Men-Tshirts-2201701948831219-1.jpg 2.8x"
19,Roadster,Polo Collar T-shirt,The Roadster Lifestyle Co. Short Sleeves Polo Collar T-shirt,Rs. 287,Rs. 899,(68% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25521560/2023/12/6/3a528ca9-e752-47eb-99ff-57ddeabbae701701844361357-Roadster-Men-Tshirts-9441701844360901-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/25521560/2023/12/6/3a528ca9-e752-47eb-99ff-57ddeabbae701701844361357-Roadster-Men-Tshirts-9441701844360901-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/25521560/2023/12/6/3a528ca9-e752-47eb-99ff-57ddeabbae701701844361357-Roadster-Men-Tshirts-9441701844360901-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/25521560/2023/12/6/3a528ca9-e752-47eb-99ff-57ddeabbae701701844361357-Roadster-Men-Tshirts-9441701844360901-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/25521560/2023/12/6/3a528ca9-e752-47eb-99ff-57ddeabbae701701844361357-Roadster-Men-Tshirts-9441701844360901-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/25521560/2023/12/6/3a528ca9-e752-47eb-99ff-57ddeabbae701701844361357-Roadster-Men-Tshirts-9441701844360901-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/25521560/2023/12/6/3a528ca9-e752-47eb-99ff-57ddeabbae701701844361357-Roadster-Men-Tshirts-9441701844360901-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/25521560/2023/12/6/3a528ca9-e752-47eb-99ff-57ddeabbae701701844361357-Roadster-Men-Tshirts-9441701844360901-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/25521560/2023/12/6/3a528ca9-e752-47eb-99ff-57ddeabbae701701844361357-Roadster-Men-Tshirts-9441701844360901-1.jpg 2.8x"
20,Roadster,Solid Polo Collar T-shirt,Roadster Men Maroon Solid Polo Collar T-shirt,Rs. 494,Rs. 1099,(55% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/3009070/2018/5/31/f48fa8e4-ee70-4118-8a1d-a898037036bc1527767035968-Roadster-Men-Tshirts-1311527767034405-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/3009070/2018/5/31/f48fa8e4-ee70-4118-8a1d-a898037036bc1527767035968-Roadster-Men-Tshirts-1311527767034405-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/3009070/2018/5/31/f48fa8e4-ee70-4118-8a1d-a898037036bc1527767035968-Roadster-Men-Tshirts-1311527767034405-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/3009070/2018/5/31/f48fa8e4-ee70-4118-8a1d-a898037036bc1527767035968-Roadster-Men-Tshirts-1311527767034405-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/3009070/2018/5/31/f48fa8e4-ee70-4118-8a1d-a898037036bc1527767035968-Roadster-Men-Tshirts-1311527767034405-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/3009070/2018/5/31/f48fa8e4-ee70-4118-8a1d-a898037036bc1527767035968-Roadster-Men-Tshirts-1311527767034405-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/3009070/2018/5/31/f48fa8e4-ee70-4118-8a1d-a898037036bc1527767035968-Roadster-Men-Tshirts-1311527767034405-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/3009070/2018/5/31/f48fa8e4-ee70-4118-8a1d-a898037036bc1527767035968-Roadster-Men-Tshirts-1311527767034405-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/3009070/2018/5/31/f48fa8e4-ee70-4118-8a1d-a898037036bc1527767035968-Roadster-Men-Tshirts-1311527767034405-1.jpg 2.8x"
